,avalanches
2786,"[1, 9]"
2787,"[1, 13]"
2788,"[1, 3]"
2789,"[1, 1]"
2790,"[1, 2]"
2791,"[1, 1]"
2792,"[1, 1]"
2793,"[1, 4]"
2794,"[2, 18, 241, 691, 1195, 1488, 981, 867, 590, 342, 210, 10]"
2795,"[1, 4]"
2796,"[1, 8]"
2797,"[2, 26, 305, 636, 1273, 1424, 1107, 1032, 1066, 753, 260, 2]"
2798,"[1, 12]"
2799,"[1, 11]"
2800,"[1, 11]"
2801,"[1, 6]"
2802,"[1, 6]"
2803,"[1, 6]"
2804,"[1, 8]"
2805,"[1, 1]"
2806,"[1, 1]"
2807,"[1, 3]"
2808,"[1, 10]"
2809,"[1, 7]"
2810,"[1, 7]"
2811,"[1, 1]"
2812,"[1, 1]"
2813,"[1, 5]"
2814,"[1, 4]"
2815,"[1, 2]"
2816,"[1, 5]"
2817,"[1, 4]"
2818,"[2, 21, 267, 656, 1005, 1267, 1302, 761, 746, 837, 624, 351, 88]"
2819,"[1, 12]"
2820,"[1, 13]"
2821,"[1, 13]"
2822,"[1, 9]"
2823,"[3, 22, 242, 629, 1030, 1371, 1308, 1036, 837, 504, 739, 422, 17]"
2824,"[1, 11]"
2825,"[1, 5]"
2826,"[5, 43, 315, 716, 1088, 1130, 2151, 1836, 1185, 690, 97]"
2827,"[1, 17]"
2828,"[1, 13]"
2829,"[1, 13]"
2830,"[1, 9]"
2831,"[1, 5]"
2832,"[1, 8]"
2833,"[1, 5]"
2834,"[1, 3]"
2835,"[1, 11]"
2836,"[1, 8]"
2837,"[1, 5]"
2838,"[1, 8]"
2839,"[1, 4]"
2840,"[1, 2]"
2841,"[1, 1]"
2842,"[1, 7]"
2843,"[1, 4]"
2844,"[1, 1]"
2845,"[1, 1]"
2846,"[1, 2]"
2847,"[1, 2]"
2848,"[1, 2]"
2849,"[1, 7]"
2850,"[1, 9]"
2851,"[1, 6]"
2852,"[1, 3]"
2853,"[1, 10]"
2854,"[1, 5]"
2855,"[1, 3]"
2856,"[1, 7]"
2857,"[1, 4]"
2858,"[1, 2]"
2859,"[1, 13]"
2860,"[1, 2]"
2861,"[1, 10]"
2862,"[1, 17]"
2863,"[1, 6]"
2864,"[1, 17]"
2865,"[1, 1]"
2866,"[1, 1]"
2867,"[1, 2]"
2868,"[1, 14]"
2869,"[1, 18]"
2870,"[1, 9]"
2871,"[1, 17]"
2872,"[1, 13]"
2873,"[1, 11]"
2874,"[1, 5]"
2875,"[1, 10]"
2876,"[3, 34, 265, 535, 708, 721, 980, 1117, 897, 731, 444, 579, 777, 928, 1717, 863, 748, 664, 496, 443, 417, 635, 742, 879, 702, 510, 459, 494, 704, 772, 823, 595, 593, 140]"
2877,"[1, 5]"
2878,"[1, 2]"
2879,"[1, 11]"
2880,"[1, 6]"
2881,"[1, 8]"
2882,"[1, 2]"
2883,"[4, 38, 302, 683, 860, 1644, 1644, 1281, 820, 716, 291, 28]"
2884,"[1, 15]"
2885,"[1, 8]"
2886,"[1, 13]"
2887,"[1, 12]"
2888,"[1, 12]"
2889,"[1, 11]"
2890,"[1, 9]"
2891,"[1, 7]"
2892,"[1, 6]"
2893,"[1, 5]"
2894,"[1, 5]"
2895,"[1, 2]"
2896,"[1, 2]"
2897,"[1, 3]"
2898,"[1, 3]"
2899,"[1, 9]"
2900,"[1, 11]"
2901,"[5, 33, 145, 326, 998, 1199, 1432, 992, 1042, 692, 283]"
2902,"[1, 1]"
2903,"[1, 3]"
2904,"[1, 4]"
2905,"[1, 4]"
2906,"[1, 4]"
2907,"[1, 1]"
2908,"[1, 1]"
2909,"[1, 5]"
2910,"[2, 10, 114, 406, 1086, 1152, 1076, 1323, 1181, 751, 582, 641, 633, 1324, 1738, 1332, 1220, 658, 205, 4]"
2911,"[1, 12]"
2912,"[1, 3]"
2913,"[1, 4]"
2914,"[1, 6]"
2915,"[1, 3]"
2916,"[1, 6]"
2917,"[1, 3]"
2918,"[1, 6]"
2919,"[1, 18]"
2920,"[1, 19]"
2921,"[1, 6]"
2922,"[1, 6]"
2923,"[1, 8]"
2924,"[1, 11]"
2925,"[1, 8]"
2926,"[1, 9]"
2927,"[1, 3]"
2928,"[1, 4]"
2929,"[4, 23, 99, 370, 785, 987, 1187, 1513, 1383, 1501, 1367, 1329, 1295, 1191, 1627, 2074, 2140, 1966, 1651, 1399, 1654, 2413, 2252, 2567, 2380, 1923, 1822, 1950, 2390, 3162, 2826, 2480, 2284, 2206, 2283, 3171, 2970, 3198, 2708, 2468, 2531, 2731, 3355, 3407, 3360, 3065, 2757, 3007, 3375, 3593, 3898, 3432, 3247, 3342, 3527, 3753, 3796, 3527, 3540, 3755, 3875, 3741, 3789, 3633, 3799, 3932, 3821, 3858, 3653, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807, 3946, 3843, 3902, 3661, 3807]"
